"shot_id","shot_made_flag"
1,0.374728441238403
8,0.367762178182602
17,0.580253064632416
20,0.683565318584442
33,0.332951635122299
34,0.413818269968033
35,0.452009528875351
36,0.422007501125336
37,0.704380929470062
38,0.379704296588898
45,0.359747380018234
50,0.315260648727417
55,0.320436358451843
60,0.317843466997147
66,0.319123923778534
67,0.333759844303131
71,0.413148522377014
80,0.263893634080887
85,0.340972632169724
86,0.60270756483078
95,0.595071792602539
104,0.390019923448563
113,0.393440246582031
123,0.323621302843094
126,0.829005599021912
133,0.683114647865295
141,0.278202772140503
144,0.412746548652649
150,0.711807310581207
152,0.407121807336807
153,0.695647120475769
156,0.377378523349762
159,0.914475083351135
165,0.824709296226501
172,0.42375859618187
182,0.859582662582397
192,0.422375440597534
193,0.697861671447754
196,0.348460614681244
202,0.357894450426102
210,0.370930135250092
211,0.390672087669373
228,0.912566840648651
257,0.43700098991394
260,0.412568360567093
264,0.405151337385178
267,0.626302719116211
279,0.911355197429657
282,0.395675837993622
293,0.350717723369598
299,0.805203795433044
300,0.695458590984344
301,0.756083130836487
317,0.38541242480278
327,0.387997001409531
328,0.308221876621246
335,0.371703118085861
346,0.73183000087738
348,0.281770318746567
365,0.394801288843155
390,0.681544542312622
391,0.676922619342804
392,0.76793760061264
397,0.378223598003387
418,0.393969297409058
428,0.211375817656517
434,0.604022145271301
439,0.437638252973557
440,0.419027119874954
456,0.366533190011978
459,0.291717350482941
472,0.428728848695755
480,0.273621648550034
491,0.370383024215698
497,0.408800601959229
509,0.408015817403793
511,0.400986462831497
523,0.168702214956284
533,0.404453873634338
544,0.422581791877747
546,0.428192287683487
555,0.693839550018311
558,0.393133401870728
560,0.36035093665123
573,0.309574753046036
591,0.424746960401535
596,0.347968131303787
597,0.406851917505264
601,0.617124617099762
605,0.431366175413132
617,0.360780239105225
628,0.325861662626266
634,0.369205415248871
646,0.302175283432007
649,0.399612993001938
651,0.714083313941956
654,0.847403824329376
656,0.438125193119049
657,0.401652693748474
669,0.390009313821793
670,0.887804210186005
693,0.659536123275757
694,0.3047955930233
699,0.413006812334061
711,0.395021557807922
718,0.362047404050827
722,0.370526224374771
723,0.374100834131241
725,0.644573390483856
734,0.36432096362114
735,0.404618680477142
737,0.760738551616669
746,0.305755853652954
747,0.677358508110046
766,0.376854091882706
767,0.336839079856873
771,0.278270363807678
773,0.253892213106155
774,0.40676137804985
783,0.303666859865189
784,0.430474132299423
789,0.323109924793243
792,0.442901760339737
804,0.360363990068436
809,0.401817828416824
812,0.347157269716263
813,0.43725374341011
817,0.33931627869606
820,0.337378621101379
825,0.379249304533005
826,0.392630696296692
829,0.378197431564331
855,0.471303641796112
859,0.679195940494537
862,0.45283842086792
870,0.417339682579041
876,0.328260183334351
880,0.354164272546768
886,0.941097795963287
889,0.836103320121765
891,0.38545635342598
897,0.938524305820465
902,0.339784353971481
903,0.341480910778046
908,0.357187300920486
909,0.378413289785385
920,0.33519634604454
922,0.412320256233215
924,0.654124677181244
932,0.391308456659317
934,0.34960275888443
937,0.380450159311295
941,0.284186661243439
943,0.35885301232338
950,0.377221494913101
952,0.351766020059586
954,0.914767563343048
963,0.347575157880783
975,0.334782987833023
979,0.393515765666962
981,0.393239974975586
983,0.234044194221497
985,0.423903435468674
989,0.403251618146896
995,0.42873814702034
998,0.403106093406677
1008,0.2904452085495
1019,0.702460885047913
1023,0.414987534284592
1026,0.322241902351379
1029,0.628620624542236
1034,0.799162566661835
1036,0.659188330173492
1038,0.319312572479248
1039,0.618084132671356
1051,0.412365347146988
1052,0.288842618465424
1066,0.317701935768127
1087,0.268201798200607
1092,0.266896039247513
1094,0.748122274875641
1098,0.415026962757111
1099,0.353674709796906
1102,0.392464190721512
1118,0.411496579647064
1131,0.33808895945549
1133,0.715625584125519
1135,0.896159708499908
1138,0.448311567306519
1139,0.845018863677979
1142,0.42587274312973
1151,0.303991317749023
1152,0.369505614042282
1155,0.605993390083313
1165,0.378481566905975
1167,0.88507342338562
1172,0.365679144859314
1174,0.70749044418335
1180,0.454924136400223
1200,0.405120223760605
1202,0.37832498550415
1227,0.570695400238037
1228,0.636451363563538
1229,0.364685863256454
1237,0.401910454034805
1241,0.389021933078766
1256,0.320049434900284
1279,0.425271153450012
1293,0.25063619017601
1295,0.324657887220383
1319,0.713648438453674
1320,0.398095816373825
1321,0.768081903457642
1322,0.674474060535431
1334,0.248537793755531
1351,0.742121398448944
1373,0.31861025094986
1375,0.308147758245468
1380,0.360331952571869
1382,0.721809029579163
1385,0.44099235534668
1399,0.365165919065475
1403,0.859062433242798
1428,0.304578721523285
1434,0.332142949104309
1444,0.900592088699341
1448,0.387753278017044
1466,0.826457917690277
1476,0.393211245536804
1478,0.340156525373459
1485,0.381746172904968
1491,0.635713219642639
1494,0.658526718616486
1500,0.383684992790222
1501,0.645119309425354
1503,0.424805849790573
1519,0.690248012542725
1524,0.337086915969849
1529,0.755176186561584
1533,0.768113493919373
1538,0.93658971786499
1539,0.385774791240692
1546,0.422925621271133
1555,0.358801752328873
1559,0.389664322137833
1563,0.607177793979645
1565,0.755513191223145
1574,0.386851608753204
1591,0.362342119216919
1594,0.29013991355896
1605,0.289564937353134
1611,0.410596817731857
1614,0.348732709884644
1620,0.424954801797867
1626,0.326780319213867
1630,0.383096963167191
1632,0.38195475935936
1634,0.350163578987122
1643,0.350394487380981
1651,0.436451852321625
1655,0.370528727769852
1658,0.295167416334152
1659,0.407609283924103
1665,0.400758773088455
1675,0.342598259449005
1680,0.811562120914459
1690,0.379897862672806
1696,0.290515542030334
1714,0.275823801755905
1721,0.39026802778244
1726,0.397162854671478
1728,0.388259947299957
1734,0.369667738676071
1735,0.33157667517662
1740,0.354588747024536
1744,0.823613166809082
1747,0.334184318780899
1752,0.303634494543076
1763,0.703248381614685
1765,0.709228277206421
1769,0.382306218147278
1785,0.666491985321045
1787,0.323189377784729
1788,0.391321808099747
1793,0.311181902885437
1800,0.383573293685913
1825,0.431775033473969
1826,0.741872429847717
1834,0.345218002796173
1843,0.372921824455261
1844,0.364471822977066
1848,0.328325688838959
1849,0.361608117818832
1860,0.351968705654144
1863,0.36385914683342
1875,0.615489959716797
1883,0.380869209766388
1890,0.424728453159332
1892,0.375075817108154
1893,0.403336852788925
1897,0.320602625608444
1905,0.394614666700363
1908,0.568918585777283
1931,0.308397620916367
1940,0.864365816116333
1943,0.377233266830444
1947,0.213993489742279
1965,0.730620801448822
1967,0.416299879550934
1968,0.413365662097931
1972,0.715289652347565
1982,0.314920544624329
1985,0.31772044301033
2005,0.792052865028381
2010,0.804284930229187
2021,0.3574158847332
2024,0.751842856407166
2036,0.375981390476227
2043,0.625111103057861
2047,0.472690105438232
2049,0.387614458799362
2055,0.310608118772507
2065,0.385514676570892
2066,0.29682645201683
2070,0.251566559076309
2077,0.893494248390198
2085,0.657860040664673
2095,0.530835509300232
2097,0.6330885887146
2108,0.419485360383987
2112,0.607297480106354
2113,0.644916892051697
2122,0.18588475883007
2139,0.387730330228806
2144,0.567346930503845
2146,0.291633069515228
2148,0.173460721969604
2149,0.788874208927155
2157,0.364175379276276
2159,0.357809692621231
2168,0.361842751502991
2176,0.378234565258026
2178,0.667082607746124
2181,0.278543800115585
2187,0.759154438972473
2188,0.280735343694687
2190,0.315497517585754
2194,0.372628003358841
2197,0.267572641372681
2214,0.333343863487244
2217,0.16843968629837
2222,0.374183475971222
2223,0.298666924238205
2226,0.309240967035294
2230,0.776811480522156
2240,0.397831439971924
2247,0.342301785945892
2250,0.336206197738647
2259,0.541231453418732
2262,0.388953477144241
2266,0.379372745752335
2305,0.31420424580574
2310,0.345493495464325
2313,0.344023853540421
2319,0.772710084915161
2320,0.618229389190674
2345,0.292666107416153
2350,0.715554594993591
2356,0.378185927867889
2360,0.512599468231201
2370,0.444301515817642
2386,0.334049969911575
2398,0.307494282722473
2414,0.650516510009766
2435,0.740852773189545
2439,0.370440125465393
2446,0.739259779453278
2458,0.285395324230194
2465,0.313395738601685
2466,0.396332323551178
2470,0.308258652687073
2495,0.687419056892395
2501,0.317910462617874
2507,0.295881360769272
2533,0.191241934895515
2537,0.372189819812775
2538,0.303137987852097
2541,0.273576974868774
2542,0.73837149143219
2544,0.765418648719788
2554,0.253892064094543
2555,0.241456598043442
2565,0.459974497556686
2575,0.722766935825348
2586,0.449198424816132
2588,0.376424968242645
2594,0.704247415065765
2617,0.41427344083786
2618,0.308571845293045
2623,0.921479761600494
2631,0.392239362001419
2640,0.288449794054031
2642,0.731247544288635
2647,0.415958553552628
2663,0.382683664560318
2664,0.351776987314224
2676,0.412552893161774
2680,0.924053430557251
2681,0.408809781074524
2691,0.342426866292953
2693,0.402213871479034
2695,0.429103463888168
2704,0.315072149038315
2708,0.352334886789322
2709,0.930307745933533
2717,0.736874580383301
2722,0.416810154914856
2728,0.307965278625488
2732,0.731479704380035
2743,0.337734252214432
2752,0.294295907020569
2757,0.694145858287811
2761,0.355259388685226
2769,0.275702655315399
2771,0.326998680830002
2774,0.365516781806946
2776,0.350030452013016
2781,0.316095769405365
2793,0.359661400318146
2799,0.345648050308228
2803,0.296647250652313
2811,0.366170525550842
2818,0.350707679986954
2824,0.428861886262894
2828,0.768827259540558
2829,0.391067922115326
2830,0.405081480741501
2842,0.684856116771698
2847,0.804007709026337
2848,0.3299281001091
2868,0.305899381637573
2870,0.266741424798965
2885,0.216390237212181
2886,0.374619632959366
2889,0.558785974979401
2903,0.389506042003632
2904,0.702963650226593
2918,0.796786665916443
2919,0.303876996040344
2922,0.418002009391785
2923,0.311147183179855
2931,0.271991461515427
2945,0.364784896373749
2955,0.382227718830109
2957,0.674352645874023
2960,0.758024573326111
2963,0.307855039834976
2966,0.864176571369171
2972,0.662512421607971
2974,0.329703032970428
2982,0.286972612142563
2984,0.684194266796112
3016,0.404233187437057
3021,0.33391597867012
3023,0.866269946098328
3025,0.420066982507706
3029,0.26744732260704
3034,0.718139827251434
3038,0.330698668956757
3040,0.442469716072083
3051,0.736909091472626
3062,0.337385624647141
3069,0.353065818548203
3071,0.311809957027435
3076,0.925296425819397
3079,0.279384106397629
3081,0.267200976610184
3082,0.415809810161591
3084,0.810050070285797
3098,0.366858422756195
3104,0.40934756398201
3105,0.376601606607437
3114,0.735765635967255
3118,0.346789687871933
3122,0.27142333984375
3132,0.242176994681358
3138,0.384923607110977
3141,0.409867703914642
3156,0.64935177564621
3162,0.721906960010529
3167,0.348240911960602
3170,0.36534795165062
3171,0.284656554460526
3172,0.344584733247757
3176,0.945614218711853
3180,0.358967006206512
3189,0.263124704360962
3198,0.348773568868637
3206,0.400797873735428
3215,0.341388672590256
3222,0.703145086765289
3228,0.366719663143158
3229,0.345473051071167
3232,0.219688847661018
3233,0.274699926376343
3238,0.375871956348419
3256,0.379454910755157
3264,0.558383882045746
3273,0.395429074764252
3275,0.709841549396515
3285,0.604707062244415
3289,0.251177966594696
3294,0.330943584442139
3306,0.40529990196228
3311,0.745763838291168
3318,0.376189857721329
3322,0.623910069465637
3324,0.366693139076233
3334,0.605601072311401
3341,0.394254118204117
3345,0.282998710870743
3346,0.913764238357544
3352,0.302637249231339
3368,0.351177662611008
3371,0.161421805620193
3372,0.391883283853531
3375,0.426801681518555
3384,0.351118922233582
3387,0.313275754451752
3393,0.378530770540237
3406,0.40929326415062
3411,0.620103180408478
3412,0.63800710439682
3414,0.574078500270844
3417,0.650709331035614
3420,0.78494131565094
3423,0.757172763347626
3436,0.277311325073242
3438,0.78533136844635
3442,0.253160983324051
3443,0.370856910943985
3451,0.280216217041016
3461,0.386060893535614
3489,0.257141470909119
3491,0.540034055709839
3510,0.655416965484619
3515,0.52006721496582
3527,0.348666191101074
3530,0.386328756809235
3540,0.32117223739624
3582,0.23864933848381
3604,0.326059639453888
3605,0.270633399486542
3609,0.313596695661545
3624,0.222775995731354
3628,0.754655420780182
3630,0.31282514333725
3641,0.273139208555222
3642,0.250552207231522
3648,0.372646331787109
3650,0.94053328037262
3652,0.937457621097565
3660,0.373876303434372
3664,0.289336681365967
3670,0.349047601222992
3672,0.387872755527496
3680,0.381545692682266
3682,0.926123678684235
3685,0.637376010417938
3686,0.318882316350937
3689,0.362807780504227
3705,0.385706961154938
3712,0.309533059597015
3713,0.357175439596176
3719,0.297855168581009
3721,0.357453107833862
3723,0.655710279941559
3724,0.263768464326859
3727,0.296986669301987
3733,0.556818127632141
3734,0.415006101131439
3742,0.368025541305542
3770,0.252972483634949
3777,0.319939732551575
3778,0.33903381228447
3780,0.331167280673981
3783,0.368648648262024
3784,0.360751360654831
3788,0.358325511217117
3790,0.357584446668625
3794,0.384171932935715
3795,0.399094611406326
3796,0.405074626207352
3801,0.479429960250854
3806,0.405830442905426
3813,0.395148515701294
3814,0.405122041702271
3818,0.597688972949982
3824,0.404047042131424
3836,0.387428998947144
3853,0.404111593961716
3855,0.303350478410721
3858,0.361923068761826
3861,0.736289441585541
3866,0.31044989824295
3870,0.377951711416245
3874,0.93890506029129
3876,0.247010186314583
3878,0.274171143770218
3890,0.369019061326981
3900,0.907399892807007
3904,0.364004343748093
3906,0.377259910106659
3907,0.349769681692123
3908,0.337463051080704
3912,0.365973711013794
3918,0.9419065117836
3923,0.9281947016716
3924,0.383329927921295
3925,0.227502584457397
3927,0.60254693031311
3955,0.942356526851654
3964,0.388431757688522
3969,0.364208161830902
3974,0.717755138874054
3976,0.390990763902664
3984,0.30724111199379
3991,0.392473876476288
3993,0.933586418628693
4009,0.301010191440582
4011,0.411779135465622
4020,0.370971232652664
4033,0.351114720106125
4041,0.399259835481644
4045,0.892409682273865
4052,0.39719957113266
4055,0.349569708108902
4056,0.375390768051147
4057,0.390256315469742
4067,0.932721734046936
4069,0.409129172563553
4077,0.333415150642395
4094,0.391065418720245
4095,0.35787707567215
4100,0.375769138336182
4119,0.348474472761154
4130,0.611278772354126
4131,0.414191216230392
4132,0.579925656318665
4134,0.56778484582901
4137,0.84711354970932
4138,0.370824366807938
4143,0.310794293880463
4145,0.382439225912094
4148,0.337937533855438
4163,0.170230180025101
4166,0.348256140947342
4169,0.735330283641815
4170,0.427110582590103
4174,0.387236595153809
4180,0.337635785341263
4199,0.934746563434601
4201,0.332716375589371
4203,0.32397997379303
4210,0.0485868938267231
4211,0.348774433135986
4213,0.930557668209076
4225,0.359589576721191
4235,0.272968292236328
4242,0.305342644453049
4245,0.327726304531097
4250,0.412483930587769
4252,0.370020270347595
4254,0.334913194179535
4263,0.338165283203125
4264,0.337290734052658
4268,0.319500893354416
4270,0.379360526800156
4282,0.734207093715668
4283,0.325701594352722
4291,0.371358811855316
4304,0.400402218103409
4306,0.303359419107437
4309,0.290852397680283
4310,0.331232935190201
4313,0.258552759885788
4314,0.340972393751144
4315,0.299674421548843
4321,0.380898356437683
4324,0.35153591632843
4325,0.381265461444855
4328,0.34258696436882
4329,0.321572363376617
4332,0.361487507820129
4337,0.357717871665955
4342,0.407227426767349
4344,0.427776545286179
4352,0.408416718244553
4355,0.363987475633621
4366,0.296765327453613
4371,0.328404664993286
4372,0.348562687635422
4376,0.333926230669022
4384,0.30941379070282
4387,0.320950895547867
4389,0.415318608283997
4390,0.339056491851807
4406,0.338249891996384
4407,0.802510201931
4409,0.941213846206665
4410,0.750469148159027
4424,0.367005378007889
4434,0.301005274057388
4452,0.236193373799324
4460,0.361423939466476
4470,0.684189975261688
4480,0.330439299345016
4496,0.946166396141052
4503,0.310076415538788
4512,0.368796676397324
4518,0.65602570772171
4519,0.375968515872955
4522,0.281084269285202
4525,0.320942968130112
4537,0.639666616916656
4546,0.268559217453003
4547,0.911567986011505
4553,0.385484397411346
4556,0.381023108959198
4558,0.762871742248535
4563,0.195534005761147
4568,0.312257021665573
4574,0.731985032558441
4578,0.232979148626328
4587,0.381551295518875
4592,0.562135100364685
4610,0.34778767824173
4615,0.406939327716827
4619,0.36775416135788
4620,0.52580338716507
4625,0.688944399356842
4635,0.348111003637314
4636,0.371112018823624
4641,0.370571225881577
4650,0.315695941448212
4653,0.880913197994232
4665,0.321251004934311
4668,0.924123406410217
4669,0.315662890672684
4670,0.321794211864471
4674,0.307631492614746
4675,0.371993899345398
4676,0.237256392836571
4679,0.293952852487564
4680,0.89965033531189
4686,0.338472634553909
4699,0.409250229597092
4713,0.667247772216797
4718,0.373362749814987
4721,0.313391864299774
4722,0.317834317684174
4724,0.377437025308609
4730,0.928372442722321
4731,0.357603669166565
4735,0.344865918159485
4743,0.310730934143066
4745,0.305245250463486
4746,0.62376070022583
4747,0.343691110610962
4748,0.341590136289597
4769,0.358390271663666
4771,0.386458545923233
4774,0.309762179851532
4784,0.343754172325134
4797,0.340627461671829
4801,0.688951015472412
4804,0.200212582945824
4820,0.281158775091171
4833,0.367071449756622
4834,0.357304632663727
4851,0.289931178092957
4859,0.312266260385513
4860,0.920015573501587
4863,0.375638157129288
4873,0.376304447650909
4881,0.262969076633453
4892,0.306314617395401
4908,0.353907287120819
4911,0.27921998500824
4915,0.245923414826393
4922,0.316473484039307
4929,0.377384305000305
4936,0.346852600574493
4939,0.430080115795135
4951,0.269969761371613
4956,0.310048401355743
4961,0.382609665393829
4964,0.281698882579803
4981,0.376353919506073
4991,0.93338006734848
4992,0.325878322124481
4997,0.359861195087433
5004,0.32724329829216
5010,0.325254768133163
5012,0.3852559030056
5015,0.147598639130592
5020,0.380162507295609
5030,0.338374257087708
5051,0.931831777095795
5052,0.360357761383057
5057,0.738418996334076
5058,0.422847956418991
5060,0.385565191507339
5061,0.330351769924164
5064,0.386512160301208
5078,0.371826887130737
5080,0.37312725186348
5088,0.400390475988388
5089,0.757970333099365
5090,0.304202914237976
5103,0.914308726787567
5108,0.363290786743164
5114,0.333780080080032
5115,0.343445032835007
5124,0.653142094612122
5137,0.354126751422882
5139,0.304483711719513
5144,0.298532783985138
5149,0.831431984901428
5157,0.323131829500198
5163,0.285264015197754
5174,0.381622076034546
5176,0.396350026130676
5179,0.293196171522141
5186,0.422597974538803
5203,0.713398277759552
5204,0.75362354516983
5206,0.240290984511375
5207,0.662515699863434
5220,0.350206971168518
5221,0.742616653442383
5224,0.36368390917778
5227,0.247191801667213
5229,0.233932450413704
5232,0.847419500350952
5240,0.790691554546356
5242,0.609438538551331
5243,0.281053334474564
5245,0.713524758815765
5248,0.337348908185959
5249,0.238647490739822
5254,0.311237633228302
5269,0.362818092107773
5272,0.366955101490021
5276,0.362315595149994
5286,0.726177155971527
5290,0.294231235980988
5308,0.309430748224258
5316,0.414742082357407
5318,0.341902405023575
5319,0.36238756775856
5320,0.530338525772095
5322,0.339611113071442
5324,0.275983184576035
5331,0.700422883033752
5336,0.930441737174988
5344,0.338143706321716
5354,0.280807346105576
5356,0.0417195744812489
5358,0.303050577640533
5361,0.38618403673172
5365,0.813135862350464
5370,0.543035626411438
5376,0.338075011968613
