.pred_0,.pred_1
0.622974538964771,0.3770254610352289
0.6162538986851148,0.3837461013148849
0.3681499059353222,0.6318500940646782
0.24836426213464727,0.7516357378653525
0.6533614733025397,0.34663852669745954
0.524569143813924,0.47543085618607617
0.4604412652742956,0.5395587347257046
0.4620488019013349,0.5379511980986652
0.3792508986496887,0.6207491013503108
0.6355811353090307,0.3644188646909688
0.5462931018864351,0.4537068981135646
0.6018500786435891,0.39814992135641064
0.6933850272276364,0.30661497277236377
0.6624749754053043,0.337525024594696
0.7260938427494678,0.27390615725053247
0.6422862855547866,0.3577137144452131
0.5953579926418638,0.40464200735813655
0.7473396917628219,0.2526603082371778
0.7090771021090847,0.2909228978909156
0.40193956572869416,0.5980604342713064
0.3909887031861182,0.6090112968138819
0.6370821011555737,0.362917898844426
0.6155387660441374,0.38446123395586257
0.6807705275130966,0.31922947248690314
0.1952904769222633,0.8047095230777377
0.4830216229711217,0.5169783770288783
0.7557297555248172,0.24427024447518172
0.5915692478019459,0.40843075219805425
0.33660277525591203,0.6633972247440876
0.5821423462792008,0.41785765372079886
0.36753916530886077,0.6324608346911392
0.6169692046216226,0.3830307953783774
0.08613821128413955,0.9138617887158607
0.27391290324001843,0.7260870967599815
0.57820421527832,0.42179578472167983
0.17543270626883986,0.8245672937311601
0.5591243516694384,0.4408756483305619
0.36914582901050613,0.6308541709894933
0.598633846346826,0.4013661536531742
0.5831192426411782,0.4168807573588221
0.6732889009400367,0.32671109905996315
0.5733596203008148,0.42664037969918506
0.07741772492462241,0.9225822750753773
0.5882036237096657,0.4117963762903342
0.5956443567824685,0.40435564321753104
0.6099810209064552,0.39001897909354555
0.33492071614898467,0.6650792838510168
0.10988315520451096,0.8901168447954895
0.5744293718134147,0.4255706281865855
0.6632141863940143,0.3367858136059862
0.17265992245957967,0.8273400775404203
0.33518331841596,0.6648166815840406
0.15813025117254928,0.841869748827451
0.6734548586201927,0.32654514137980745
0.5779697776498625,0.4220302223501376
0.7058331821538311,0.2941668178461682
0.6498186916497937,0.3501813083502064
0.18148412514615864,0.8185158748538406
0.7914037921520352,0.20859620784796476
0.630359096987402,0.36964090301259794
0.3487774434534906,0.6512225565465088
0.31869943309922144,0.6813005669007787
0.17037081158564968,0.8296291884143507
0.6341909305114818,0.36580906948851794
0.6354721833465673,0.3645278166534324
0.7377200950613828,0.2622799049386174
0.38712375918996245,0.612876240810038
0.4155766611875547,0.584423338812445
0.6160805602807644,0.3839194397192354
0.6340007100363274,0.36599928996367304
0.7577243371219173,0.24227566287808336
0.6106940832077691,0.3893059167922314
0.7447697329137154,0.2552302670862851
0.6947910428111032,0.3052089571888969
0.6582223141534107,0.34177768584658946
0.6571783194986593,0.3428216805013408
0.6602420636107353,0.3397579363892648
0.7144658097045967,0.28553419029540367
0.6213331671818075,0.3786668328181925
0.5940691315349422,0.405930868465058
0.6268791711767148,0.37312082882328557
0.3085354670876851,0.6914645329123152
0.6962182536723116,0.3037817463276889
0.6492972644069629,0.35070273559303633
0.7019300255211662,0.2980699744788338
0.5606035952700786,0.4393964047299219
0.6539882048911131,0.3460117951088864
0.5749186798929912,0.4250813201070094
0.39751047404509243,0.6024895259549079
0.5880212564179778,0.4119787435820226
0.64384164176455,0.3561583582354497
0.6752150365532177,0.32478496344678254
0.630714618828928,0.36928538117107207
0.7498900006136797,0.2501099993863203
0.5998144323093291,0.40018556769067154
0.2814574628025313,0.7185425371974691
0.1204525088055846,0.8795474911944153
0.5211313116056661,0.47886868839433366
0.5625444626301391,0.43745553736986076
0.5988349139993563,0.401165086000643
0.14903855032077654,0.8509614496792239
0.26916595637191426,0.7308340436280861
0.6777610983928181,0.3222389016071814
0.6065473222778758,0.39345267772212383
0.6042184981941638,0.39578150180583593
0.6753899909640723,0.3246100090359285
0.6915838565580434,0.30841614344195706
0.6128940609507683,0.387105939049232
0.28335272313314286,0.7166472768668569
0.620534077325501,0.3794659226744989
0.5981564715399735,0.40184352846002624
0.16100741073821728,0.8389925892617824
0.682775257897714,0.3172247421022864
0.34582360805875223,0.6541763919412477
0.6450325298545,0.35496747014550073
0.6188003572354791,0.3811996427645203
0.7125638510602386,0.2874361489397618
0.7885736418094035,0.2114263581905962
0.6369029843185046,0.3630970156814954
0.7425015094926319,0.25749849050736795
0.6149980048890721,0.3850019951109279
0.670987626403136,0.32901237359686336
0.6333235307807152,0.36667646921928543
0.6445970870784404,0.35540291292156
0.6053678838230099,0.3946321161769902
0.6820456021411245,0.31795439785887586
0.6509840868617188,0.34901591313828095
0.7047259162578146,0.29527408374218456
0.6131561024248479,0.386843897575152
0.5832886378846299,0.4167113621153703
0.6248026995827346,0.3751973004172649
0.6287702281818802,0.37122977181811956
0.6066467862004508,0.39335321379954935
0.2796795083259417,0.720320491674058
0.6039552957531023,0.39604470424689775
0.6427896288867062,0.3572103711132944
0.6303712931667654,0.3696287068332347
0.6407429845044367,0.35925701549556366
0.0415887932850057,0.9584112067149944
0.18610203200444086,0.8138979679955598
0.578800084414783,0.42119991558521636
0.04766371092719704,0.952336289072803
0.648584396845847,0.35141560315415327
0.6672975441100334,0.33270245588996605
0.5744503268237765,0.4255496731762237
0.6414561152603299,0.35854388473967
0.6766770346683908,0.32332296533160937
0.6058938721550328,0.3941061278449671
0.38031341737133567,0.619686582628664
0.6587626974224848,0.34123730257751494
0.6895055868715894,0.3104944131284114
0.5723073529492679,0.4276926470507326
0.625924743873607,0.37407525612639303
0.5908703357153509,0.4091296642846488
0.6103818440745964,0.38961815592540333
0.6454981860240449,0.3545018139759555
0.13565575613145756,0.8643442438685421
0.6713282467930151,0.32867175320698516
0.5669982941726364,0.43300170582736397
0.6344920700202235,0.3655079299797763
0.5323514365308528,0.467648563469147
0.7638387116909864,0.23616128830901378
0.5009608595505017,0.49903914044949815
0.5648309623843791,0.43516903761562076
0.5715331630556656,0.4284668369443347
0.6179358046795166,0.3820641953204839
0.7453548602600404,0.2546451397399592
0.380736386080807,0.6192636139191934
0.6227007461217453,0.3772992538782555
0.6862473524068302,0.3137526475931707
0.3127120581299065,0.6872879418700932
0.1337256296052786,0.8662743703947222
0.26246576483009937,0.737534235169901
0.6826746920155563,0.31732530798444386
0.36695227591620966,0.6330477240837904
0.6367835452829254,0.3632164547170751
0.7528012979592328,0.24719870204076774
0.6958166671215998,0.30418333287840055
0.6801087045684849,0.31989129543151423
0.7171632018968371,0.2828367981031635
0.28011613515943035,0.7198838648405697
0.5609864148370886,0.4390135851629115
0.5805282165899435,0.4194717834100569
0.6217634188031456,0.37823658119685444
0.6577969936062362,0.3422030063937642
0.7337455821925406,0.2662544178074588
0.33582565893341565,0.6641743410665848
0.09576926512617986,0.9042307348738204
0.40226512377502494,0.597734876224975
0.15504031513433478,0.844959684865665
0.6306397789550918,0.3693602210449085
0.5888057654917023,0.41119423450829706
0.6467593102059184,0.3532406897940808
0.34807175321302275,0.6519282467869776
0.6772588002151587,0.3227411997848408
0.1078387154590394,0.8921612845409614
0.6191626888855327,0.3808373111144672
0.27917365147685747,0.7208263485231426
0.515341399658504,0.48465860034149577
0.5694771124467998,0.4305228875532007
0.6148741738946004,0.38512582610540047
0.36796722730863785,0.6320327726913618
0.39913119070790437,0.6008688092920954
0.6429193843769339,0.3570806156230654
0.5685390053036681,0.4314609946963317
0.5613051497693334,0.43869485023066623
0.6765940471181405,0.3234059528818602
0.6652673101712389,0.33473268982876214
0.6886688145011325,0.3113311854988676
0.6392679681902587,0.36073203180974195
0.2867183931435675,0.7132816068564328
0.6573748599348157,0.3426251400651847
0.16672415171331062,0.8332758482866892
0.21637273359259845,0.7836272664074015
0.7039479525871841,0.2960520474128165
0.3257031261215474,0.6742968738784526
0.7002152302011331,0.299784769798868
0.7322878879456215,0.26771211205437884
0.655247353777349,0.3447526462226514
0.33543502606837666,0.6645649739316237
0.5512176921489396,0.4487823078510608
0.5694129500991946,0.43058704990080593
0.12319733441406636,0.8768026655859336
0.7282989080041893,0.27170109199581083
0.6770691491235741,0.322930850876425
0.08070817266233067,0.9192918273376695
0.6087246221547608,0.3912753778452397
0.13476960065968768,0.8652303993403127
0.6292062344869742,0.3707937655130259
0.5751492963313709,0.4248507036686288
0.5744369129707335,0.4255630870292665
0.336261373878094,0.6637386261219064
0.32229463875707925,0.6777053612429205
0.6474715730676093,0.35252842693239056
0.28845366113845666,0.7115463388615433
0.576248135942979,0.42375186405702114
0.36311491086382053,0.6368850891361801
0.7215739245328957,0.2784260754671048
0.295570493903557,0.7044295060964427
0.33369714687557483,0.6663028531244247
0.044194372341835875,0.9558056276581643
0.5842753926026533,0.4157246073973464
0.5577255152265407,0.44227448477345915
0.687570997681665,0.3124290023183361
0.6162413582811661,0.3837586417188335
0.30928299875664383,0.6907170012433557
0.2212339931889903,0.7787660068110095
0.649593790504456,0.35040620949554413
0.6901424850582328,0.3098575149417676
0.7227186705141591,0.27728132948584067
0.7422912058429024,0.2577087941570978
0.5641030628080653,0.4358969371919346
0.6544667850468925,0.34553321495310835
0.6295739504424711,0.37042604955752906
0.6329074548242122,0.36709254517578743
0.6149499276775894,0.38505007232241123
0.6386872913232261,0.36131270867677384
0.6732523776930968,0.32674762230690374
0.6601841512656907,0.33981584873430926
0.5951672257873415,0.40483277421265895
0.647337034073189,0.35266296592681073
0.650425114616522,0.34957488538347836
0.6130043984087019,0.38699560159129814
0.6485283176468079,0.35147168235319287
0.6341634615751403,0.3658365384248599
0.27324490699670806,0.7267550930032924
0.6095689237493429,0.390431076250657
0.6599640783634699,0.3400359216365291
0.7387766276522973,0.26122337234770265
0.5987021995637123,0.4012978004362883
0.5585975664664465,0.441402433533554
0.5726647705094959,0.4273352294905036
0.6639788464510207,0.33602115354897977
0.6751753009655781,0.3248246990344219
0.5922935926048997,0.40770640739510033
0.18966921795231526,0.8103307820476843
0.6514131387173299,0.34858686128266947
0.7678524131721608,0.23214758682783795
0.291471225256089,0.7085287747439116
0.3094452282361103,0.6905547717638901
0.6209301602948274,0.3790698397051725
0.3507037956533623,0.6492962043466384
0.6995263375283697,0.30047366247163054
0.5922118576260145,0.40778814237398575
0.6955928447136636,0.30440715528633644
0.6610627147225343,0.3389372852774656
0.611435975785996,0.38856402421400427
0.30574051936147256,0.6942594806385277
0.6614029302954765,0.33859706970452286
0.6378042931105374,0.3621957068894625
0.6491716974862167,0.35082830251378305
0.6805660835154336,0.319433916484567
0.6291570400339312,0.3708429599660693
0.623671710510495,0.3763282894895051
0.6294386510480944,0.3705613489519059
0.40464767390581574,0.5953523260941838
0.6093089357841603,0.3906910642158398
0.6209846280291282,0.379015371970872
0.6031382827705083,0.3968617172294915
0.5949259882931207,0.4050740117068795
0.6480323975945872,0.3519676024054127
0.57548838381493,0.4245116161850702
0.42563920029636265,0.5743607997036374
0.6269053404267965,0.3730946595732031
0.16928126388748688,0.8307187361125131
0.6563130289188011,0.3436869710811996
0.7694302342080371,0.23056976579196287
0.23583299372318983,0.7641670062768106
0.6585914799299152,0.34140852007008515
0.6572742952397507,0.3427257047602491
0.21856872718650797,0.7814312728134917
0.6598992497105965,0.3401007502894036
0.692602664331007,0.30739733566899347
0.2398747381218916,0.7601252618781081
0.289463320176775,0.7105366798232249
0.6789700286675131,0.3210299713324867
0.23930603496100453,0.7606939650389958
0.5484366973274207,0.45156330267257905
0.424450407487323,0.5755495925126769
0.414151464942841,0.5858485350571594
0.5648868665585272,0.43511313344147257
0.7113323640207811,0.2886676359792193
0.5613392345276337,0.43866076547236693
0.7444580202907162,0.25554197970928266
0.709197442817245,0.29080255718275544
0.07758997774478224,0.9224100222552181
0.46244360253810657,0.5375563974618935
0.36933308932233694,0.6306669106776629
0.3426829026252287,0.6573170973747707
0.6238100784230609,0.3761899215769392
0.39639657240784043,0.6036034275921592
0.38078967410429226,0.619210325895708
0.7454486813292264,0.25455131867077446
0.6582305871945564,0.34176941280544376
0.39652425997099466,0.6034757400290053
0.6857098654128405,0.31429013458715976
0.7709556652946262,0.22904433470537452
0.30725273137217907,0.692747268627821
0.6887112688486414,0.31128873115135924
0.6431657446173689,0.3568342553826315
0.6827336581009722,0.3172663418990276
0.5953061737511806,0.40469382624881967
0.3525763217882375,0.6474236782117625
0.7029236640338747,0.2970763359661269
0.21742781265666503,0.7825721873433344
0.7086937162031193,0.2913062837968807
0.7463751403968116,0.25362485960318787
0.666812070186346,0.33318792981365486
0.7204528063063247,0.2795471936936756
0.6533631372463014,0.34663686275369876
0.7891107545362863,0.2108892454637143
0.6099070467998838,0.3900929532001165
0.6544777389334975,0.34552226106650225
0.6953522729944724,0.30464772700552667
0.36642793985555433,0.6335720601444457
0.6862245888568743,0.3137754111431264
0.7073222797632608,0.29267772023673966
0.6670258741658011,0.3329741258341986
0.48725082187582397,0.512749178124176
0.675328580125185,0.3246714198748157
0.6582312516924561,0.34176874830754433
0.6317912876992087,0.3682087123007914
0.5984474277691785,0.401552572230822
0.6521018993336717,0.3478981006663291
0.15441297632850903,0.8455870236714913
0.3042347512236282,0.6957652487763717
0.7437214846596769,0.2562785153403235
0.3172254169080129,0.6827745830919872
0.6366911681807568,0.363308831819243
0.37997921703004006,0.6200207829699593
0.625487346941899,0.3745126530581016
0.6109056741866024,0.3890943258133987
0.6177493648725516,0.38225063512744856
0.3854265278640172,0.6145734721359828
0.2033672498588613,0.7966327501411393
0.7660747352478019,0.23392526475219835
0.21788735804719148,0.7821126419528099
0.7078057571218566,0.292194242878144
0.6772997803710128,0.322700219628987
0.6327967896360377,0.36720321036396253
0.6782296151137476,0.3217703848862531
0.2963315591632675,0.7036684408367323
0.6875511451481164,0.31244885485188423
0.7101441512087012,0.28985584879129883
0.8005938972430893,0.1994061027569109
0.6122066225026441,0.387793377497356
0.7207889106475451,0.27921108935245437
0.7507944534254808,0.2492055465745192
0.2728838512463969,0.7271161487536028
0.23735120001079532,0.7626487999892049
0.73154638593281,0.2684536140671898
0.7975262927710254,0.20247370722897445
0.6634352252042783,0.33656477479572156
0.3255625088526534,0.6744374911473465
0.48219926358968446,0.5178007364103157
0.6326824298001011,0.367317570199899
0.3230843555997996,0.6769156444002005
0.5862941424180156,0.41370585758198497
0.6213970508196998,0.3786029491803006
0.06367228405579234,0.9363277159442077
0.4173734730632636,0.5826265269367362
0.6478015772710393,0.35219842272896096
0.32016098562735135,0.679839014372649
0.6533025541186317,0.3466974458813682
0.6357849695808659,0.3642150304191345
0.610546312901843,0.3894536870981569
